"","Obs","Time","Photo","Cond","Ci","Trmmol","VpdL","Area","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","PARi","PARo","Press","CsMch","HsMch","Status","filename","date","site","species","sppcode","ID"
"112","1","801.8",10.1,"0.243","310","2.8","1.2","6","1","2.84","30.21","30.08","30.4","401.11","387.73","27.819","31.071","64.03","71.51","500.6","1300","89","99.24","1.43","0.0551","111115","20200807_UM.xlsx","2020-08-07","J22","Lonicera japonica","lojap","lojap-J22-1"
"212","2","808.5",10.1,"0.242","309","2.8","1.2","6","1","2.84","30.22","30.1","30.4","401.14","387.75","27.831","31.087","64.03","71.52","500.6","1300","87","99.24","1.43","0.0551","111115","20200807_UM.xlsx","2020-08-07","J22","Lonicera japonica","lojap","lojap-J22-1"
"312","3","1010.3",9.91,"0.238","310","2.68","1.17","6","1","2.84","30.61","29.99","30.98","401.25","388.12","28.043","31.155","63.08","70.08","500.3","999","70","99.26","1.51","0.0506","111115","20200807_UM.xlsx","2020-08-07","J22","Lonicera japonica","lojap","lojap-J22-1"
"49","4","1014",9.91,"0.238","310","2.68","1.17","6","1","2.84","30.61","30.01","30.98","401.27","388.05","28.045","31.153","63.08","70.08","500.6","1000","71","99.25","1.51","0.0506","111115","20200807_UM.xlsx","2020-08-07","J22","Lonicera japonica","lojap","lojap-J22-1"
"52","5","1227.5",9.93,"0.235","308","2.63","1.16","6","1","2.84","30.9","30","31.37","399.74","386.62","28.207","31.255","62.4","69.14","500.7","800","75","99.26","1.31","0.0731","111115","20200807_UM.xlsx","2020-08-07","J22","Lonicera japonica","lojap","lojap-J22-1"
"62","6","1233.5",9.96,"0.235","307","2.62","1.15","6","1","2.84","30.9","29.99","31.37","399.74","386.57","28.209","31.258","62.41","69.15","500.4","800","74","99.26","1.31","0.0731","111115","20200807_UM.xlsx","2020-08-07","J22","Lonicera japonica","lojap","lojap-J22-1"
"72","7","1434.5",9.54,"0.218","306","2.48","1.17","6","1","2.84","31.45","30.02","32.16","400","387.41","28.276","31.158","60.64","66.82","500.5","499","63","99.27","1.36","0.0705","111115","20200807_UM.xlsx","2020-08-07","J22","Lonicera japonica","lojap","lojap-J22-1"
"82","8","1436",9.53,"0.219","306","2.49","1.17","6","1","2.84","31.45","30.01","32.16","399.98","387.41","28.273","31.159","60.63","66.81","500.7","499","62","99.26","1.36","0.0705","111115","20200807_UM.xlsx","2020-08-07","J22","Lonicera japonica","lojap","lojap-J22-1"
"92","9","1619",8.42,"0.203","311","2.35","1.19","6","1","2.84","31.75","30.03","32.55","400.08","388.89","28.293","31.024","59.66","65.42","500.5","301","59","99.26","1.61","0.0779","111115","20200807_UM.xlsx","2020-08-07","J22","Lonicera japonica","lojap","lojap-J22-1"
"102","10","1621.3",8.47,"0.201","310","2.35","1.2","6","1","2.84","31.76","30.06","32.55","400.1","388.86","28.296","31.022","59.64","65.38","500.7","301","59","99.26","1.61","0.0779","111115","20200807_UM.xlsx","2020-08-07","J22","Lonicera japonica","lojap","lojap-J22-1"
"113","11","1778",7.38,"0.185","316","2.17","1.2","6","1","2.84","31.76","30","32.55","400.3","390.45","28.324","30.846","59.7","65.02","500.7","200","65","99.26","1.68","0.0761","111115","20200807_UM.xlsx","2020-08-07","J22","Lonicera japonica","lojap","lojap-J22-1"
"122","12","1783.3",7.19,"0.186","318","2.18","1.19","6","1","2.84","31.76","29.98","32.55","400.21","390.57","28.325","30.858","59.69","65.03","500.6","200","65","99.26","1.68","0.0761","111115","20200807_UM.xlsx","2020-08-07","J22","Lonicera japonica","lojap","lojap-J22-1"
"132","13","1997.3",4.87,"0.161","336","1.95","1.22","6","1","2.84","31.9","30.01","32.73","400.42","393.66","28.379","30.644","59.33","64.06","500.7","99","73","99.26","1.52","0.0768","111115","20200807_UM.xlsx","2020-08-07","J22","Lonicera japonica","lojap","lojap-J22-1"
"142","14","2001.8",4.8,"0.162","337","1.96","1.22","6","1","2.84","31.9","30.02","32.74","400.33","393.66","28.376","30.65","59.31","64.07","500.8","99","74","99.26","1.52","0.0768","111115","20200807_UM.xlsx","2020-08-07","J22","Lonicera japonica","lojap","lojap-J22-1"
"152","15","2241.3",2.57,"0.134","357","1.67","1.25","6","1","2.84","31.8","30.04","32.55","400.55","396.67","28.5","30.439","59.92","64","500.8","50","84","99.26","1.66","0.0915","111115","20200807_UM.xlsx","2020-08-07","J22","Lonicera japonica","lojap","lojap-J22-1"
"162","16","2251.8",2.58,"0.132","357","1.66","1.25","6","1","2.84","31.81","30.05","32.55","400.62","396.74","28.504","30.43","59.91","63.95","500.5","50","85","99.26","1.66","0.0915","111115","20200807_UM.xlsx","2020-08-07","J22","Lonicera japonica","lojap","lojap-J22-1"
"172","17","2576.3",0.731,"0.0977","379","1.26","1.28","6","1","2.84","31.69","30.05","32.35","400.59","399.11","28.705","30.173","60.71","63.82","500.8","20","82","99.26","1.89","0.0989","111115","20200807_UM.xlsx","2020-08-07","J22","Lonicera japonica","lojap","lojap-J22-1"
"182","18","2580.8",0.71,"0.0965","379","1.25","1.28","6","1","2.84","31.69","30.06","32.35","400.61","399.16","28.704","30.159","60.72","63.8","500.7","20","81","99.25","1.89","0.0989","111115","20200807_UM.xlsx","2020-08-07","J22","Lonicera japonica","lojap","lojap-J22-1"
"192","19","2737.3",-1.01,"0.083","413","1.09","1.29","6","1","2.84","31.6","30.06","32.16","400.57","401.26","28.798","30.064","61.23","63.92","500.7","0","90","99.26","1.95","0.0994","111115","20200807_UM.xlsx","2020-08-07","J22","Lonicera japonica","lojap","lojap-J22-1"
"202","20","2741",-0.857,"0.0828","409","1.09","1.29","6","1","2.84","31.6","30.06","32.16","400.68","401.18","28.805","30.067","61.26","63.94","500.7","0","89","99.26","1.95","0.0994","111115","20200807_UM.xlsx","2020-08-07","J22","Lonicera japonica","lojap","lojap-J22-1"
"213","21","2746.3",-0.949,"0.0818","412","1.08","1.29","6","1","2.84","31.59","30.07","32.16","400.62","401.24","28.809","30.059","61.28","63.93","500.8","0","88","99.25","1.95","0.0994","111115","20200807_UM.xlsx","2020-08-07","J22","Lonicera japonica","lojap","lojap-J22-1"
"231","22","4394.3",9.83,"0.21","302","2.16","1.05","6","1","2.84","29.41","29.89","29.23","400.43","387.65","29.516","32.016","71.13","77.15","500.7","1299","118","99.25","1.32","0.15","111115","20200807_UM.xlsx","2020-08-07","J22","Lonicera japonica","lojap","lojap-J22-1"
"242","23","4398.8",10.1,"0.208","299","2.16","1.06","6","1","2.84","29.43","29.92","29.36","400.67","387.58","29.523","32.024","71.09","77.11","500.6","1299","118","99.25","1.32","0.15","111115","20200807_UM.xlsx","2020-08-07","J22","Lonicera japonica","lojap","lojap-J22-1"
"252","24","5036.5",6.98,"0.189","223","1.98","1.07","6","1","2.84","29.59","30.1","29.43","299.2","290.15","30.071","32.372","71.71","77.2","500.6","1299","84","99.24","0.528","0.17","111115","20200807_UM.xlsx","2020-08-07","J22","Lonicera japonica","lojap","lojap-J22-1"
"262","25","5041",6.93,"0.189","224","1.99","1.07","6","1","2.84","29.6","30.11","29.43","299.19","290.2","30.074","32.382","71.7","77.2","500.6","1299","82","99.24","0.528","0.17","111115","20200807_UM.xlsx","2020-08-07","J22","Lonicera japonica","lojap","lojap-J22-1"
"272","26","5243.5",4.31,"0.214","156","2.15","1.03","6","1","2.84","29.59","30.07","29.43","198.64","192.97","30.193","32.686","72.01","77.95","500.7","1299","70","99.24","-0.275","0.194","111115","20200807_UM.xlsx","2020-08-07","J22","Lonicera japonica","lojap","lojap-J22-1"
"282","27","5245.8",4.74,"0.213","152","2.15","1.04","6","1","2.84","29.59","30.08","29.43","199.23","193.05","30.187","32.683","72","77.95","500.5","1299","70","99.25","-0.275","0.194","111115","20200807_UM.xlsx","2020-08-07","J22","Lonicera japonica","lojap","lojap-J22-1"
"292","28","5485.8",1.24,"0.244","86.6","2.33","0.989","6","1","2.84","29.55","29.96","29.42","98.61","96.85","30.155","32.853","72.07","78.52","500.5","1299","45","99.25","-1.1","0.211","111115","20200807_UM.xlsx","2020-08-07","J22","Lonicera japonica","lojap","lojap-J22-1"
"302","29","5493.3",1.28,"0.243","86.3","2.33","0.992","6","1","2.84","29.56","29.97","29.43","98.72","96.91","30.156","32.853","72.05","78.49","500.7","1299","45","99.25","-1.1","0.211","111115","20200807_UM.xlsx","2020-08-07","J22","Lonicera japonica","lojap","lojap-J22-1"
"313","30","5747.8",-0.139,"0.263","49.9","2.5","0.991","6","1","2.84","29.7","30.05","29.62","49.79","49.8","30.157","33.057","71.46","78.33","500.6","1299","33","99.25","-1.5","0.212","111115","20200807_UM.xlsx","2020-08-07","J22","Lonicera japonica","lojap","lojap-J22-1"
"322","31","5753",-0.233,"0.266","50.5","2.51","0.987","6","1","2.84","29.71","30.03","29.62","49.69","49.82","30.156","33.067","71.44","78.34","500.7","1299","33","99.25","-1.5","0.212","111115","20200807_UM.xlsx","2020-08-07","J22","Lonicera japonica","lojap","lojap-J22-1"
"332","32","5762.8",-0.184,"0.265","50.2","2.52","0.993","6","1","2.84","29.71","30.06","29.63","49.7","49.77","30.159","33.081","71.42","78.34","500.6","1299","34","99.25","-1.5","0.212","111115","20200807_UM.xlsx","2020-08-07","J22","Lonicera japonica","lojap","lojap-J22-1"
"342","33","6149.5",10.2,"0.277","318","2.62","0.99","6","1","2.84","29.82","30.04","29.82","400.67","387.21","30.008","33.045","70.63","77.78","500.6","1302","31","99.24","1.26","0.192","111115","20200807_UM.xlsx","2020-08-07","J22","Lonicera japonica","lojap","lojap-J22-1"
"352","34","6154",10.2,"0.276","317","2.62","0.992","6","1","2.84","29.82","30.04","29.82","400.71","387.25","30.011","33.045","70.65","77.79","500.6","1299","31","99.24","1.26","0.192","111115","20200807_UM.xlsx","2020-08-07","J22","Lonicera japonica","lojap","lojap-J22-1"
"362","35","6159.3",10.2,"0.277","318","2.61","0.99","6","1","2.84","29.81","30.03","29.82","400.57","387.15","29.999","33.03","70.63","77.77","500.4","1299","30","99.24","1.26","0.192","111115","20200807_UM.xlsx","2020-08-07","J22","Lonicera japonica","lojap","lojap-J22-1"
"372","36","6392.3",14.7,"0.263","476","2.53","1","6","1","2.84","29.79","29.99","29.82","600.95","581.59","29.852","32.788","70.37","77.3","500.7","1301","21","99.24","2.95","0.193","111115","20200807_UM.xlsx","2020-08-07","J22","Lonicera japonica","lojap","lojap-J22-1"
"382","37","6399.8",14.6,"0.263","477","2.53","1","6","1","2.84","29.79","29.99","29.81","600.92","581.59","29.844","32.781","70.37","77.3","500.3","1301","20","99.25","2.95","0.193","111115","20200807_UM.xlsx","2020-08-07","J22","Lonicera japonica","lojap","lojap-J22-1"
"392","38","6694.8",17.5,"0.214","624","2.21","1.06","6","1","2.84","29.78","30","29.82","799.03","776.03","29.69","32.249","70.05","76.09","500.7","1300","17","99.26","4.57","0.173","111115","20200807_UM.xlsx","2020-08-07","J22","Lonicera japonica","lojap","lojap-J22-1"
"402","39","6705.3",17.5,"0.213","624","2.2","1.06","6","1","2.84","29.79","30.01","29.82","799.44","776.4","29.698","32.254","70.03","76.06","500.4","1300","17","99.25","4.57","0.173","111115","20200807_UM.xlsx","2020-08-07","J22","Lonicera japonica","lojap","lojap-J22-1"
"412","40","6987.3",18.9,"0.158","758","1.8","1.15","6","1","2.84","29.69","30.1","29.62","999.48","974.75","29.545","31.635","70.08","75.04","500.4","1299","22","99.26","6.59","0.183","111115","20200807_UM.xlsx","2020-08-07","J22","Lonicera japonica","lojap","lojap-J22-1"
"422","41","6989.5",19,"0.159","757","1.8","1.14","6","1","2.84","29.69","30.1","29.62","999.52","974.68","29.546","31.632","70.08","75.03","500.7","1300","21","99.26","6.59","0.183","111115","20200807_UM.xlsx","2020-08-07","J22","Lonicera japonica","lojap","lojap-J22-1"
"432","42","7254.3",20.8,"0.106","1120","1.28","1.19","6","1","2.84","29.51","30","29.43","1499.29","1472.14","29.442","30.928","70.57","74.13","500.6","1300","28","99.26","11.5","0.173","111115","20200807_UM.xlsx","2020-08-07","J22","Lonicera japonica","lojap","lojap-J22-1"
"442","43","7256.5",20.7,"0.106","1120","1.27","1.19","6","1","2.84","29.5","30.01","29.43","1499.34","1472.29","29.442","30.921","70.58","74.13","500.6","1300","28","99.25","11.5","0.173","111115","20200807_UM.xlsx","2020-08-07","J22","Lonicera japonica","lojap","lojap-J22-1"
"114","43","7447.3",5.3,"0.175","335","2.13","1.24","6","1","2.84","29.4","30","28.64","400.5","393.14","27.651","30.125","67.25","73.26","500.6","1301","50","100.1","-0.305","0.25","111115","20200810_VN.xlsx","2020-08-10","J1","Rosa multiflora","romul","romul-J1-1"
"214","44","7451.8",5.29,"0.175","335","2.13","1.25","6","1","2.84","29.4","30.01","28.65","400.58","393.24","27.653","30.13","67.25","73.27","500.6","1301","49","100.1","-0.305","0.25","111115","20200810_VN.xlsx","2020-08-10","J1","Rosa multiflora","romul","romul-J1-1"
"314","45","8158",5.28,"0.171","333","2.1","1.26","6","1","2.84","29.43","30.03","28.64","400.18","392.86","27.662","30.098","67.18","73.09","500.6","1300","36","100.1","-0.356","0.246","111115","20200810_VN.xlsx","2020-08-10","J1","Rosa multiflora","romul","romul-J1-1"
"410","46","8161",5.28,"0.171","333","2.1","1.26","6","1","2.84","29.43","30.04","28.64","400.24","392.79","27.655","30.105","67.18","73.09","500.6","1300","37","100.1","-0.356","0.246","111115","20200810_VN.xlsx","2020-08-10","J1","Rosa multiflora","romul","romul-J1-1"
"53","47","8332.5",5.31,"0.159","330","1.94","1.25","6","1","2.84","29.51","29.89","28.85","400.87","393.6","27.58","29.837","66.66","72.11","500.6","1000","36","100.1","-0.478","0.239","111115","20200810_VN.xlsx","2020-08-10","J1","Rosa multiflora","romul","romul-J1-1"
"63","48","8337.8",5.39,"0.156","328","1.92","1.26","6","1","2.84","29.53","29.92","29","400.98","393.61","27.586","29.822","66.6","72","500.5","1000","35","100.1","-0.478","0.239","111115","20200810_VN.xlsx","2020-08-10","J1","Rosa multiflora","romul","romul-J1-1"
"73","49","8507",5.25,"0.148","327","1.86","1.28","6","1","2.84","29.88","29.95","29.42","401.39","394.22","27.548","29.71","65.19","70.31","500.7","801","35","100.1","-0.275","0.223","111115","20200810_VN.xlsx","2020-08-10","J1","Rosa multiflora","romul","romul-J1-1"
"83","50","8513",5.27,"0.147","327","1.86","1.28","6","1","2.84","29.87","29.97","29.42","401.46","394.26","27.541","29.702","65.18","70.3","500.7","801","36","100.1","-0.275","0.223","111115","20200810_VN.xlsx","2020-08-10","J1","Rosa multiflora","romul","romul-J1-1"
"93","51","8714.8",5.11,"0.133","321","1.75","1.32","6","1","2.84","30.23","30.12","29.82","399.99","393.04","27.587","29.619","63.97","68.69","500.7","499","37","100.1","-0.173","0.22","111115","20200810_VN.xlsx","2020-08-10","J1","Rosa multiflora","romul","romul-J1-1"
"103","52","8719.3",5.07,"0.133","322","1.75","1.33","6","1","2.84","30.24","30.14","29.82","400","393.1","27.587","29.625","63.93","68.65","500.5","499","38","100.1","-0.173","0.22","111115","20200810_VN.xlsx","2020-08-10","J1","Rosa multiflora","romul","romul-J1-1"
"115","53","8869.8",4.74,"0.127","324","1.63","1.3","6","1","2.84","30.11","30.01","29.61","399.76","393.31","27.731","29.629","64.75","69.18","500.6","300","39","100.1","-0.332","0.224","111115","20200810_VN.xlsx","2020-08-10","J1","Rosa multiflora","romul","romul-J1-1"
"123","54","8872.8",4.77,"0.127","323","1.63","1.3","6","1","2.84","30.11","30.02","29.62","399.8","393.32","27.731","29.632","64.74","69.17","500.8","301","39","100.1","-0.332","0.224","111115","20200810_VN.xlsx","2020-08-10","J1","Rosa multiflora","romul","romul-J1-1"
"133","55","9180.3",4.03,"0.103","322","1.37","1.33","6","1","2.84","30.3","30.01","30","399.68","394.21","27.683","29.276","63.91","67.59","500.7","201","64","100.1","-0.207","0.216","111115","20200810_VN.xlsx","2020-08-10","J1","Rosa multiflora","romul","romul-J1-1"
"143","56","9184.8",3.94,"0.103","323","1.38","1.33","6","1","2.84","30.31","30.01","30","399.64","394.26","27.682","29.285","63.9","67.6","500.5","201","66","100.1","-0.207","0.216","111115","20200810_VN.xlsx","2020-08-10","J1","Rosa multiflora","romul","romul-J1-1"
"153","57","9374",3.22,"0.0989","333","1.33","1.35","6","1","2.84","30.36","30.06","30.01","399.32","394.83","27.718","29.27","63.78","67.35","500.7","100","44","100.1","-0.332","0.213","111115","20200810_VN.xlsx","2020-08-10","J1","Rosa multiflora","romul","romul-J1-1"
"163","58","9377.8",3.22,"0.0989","333","1.33","1.35","6","1","2.84","30.36","30.05","30","399.37","394.8","27.72","29.267","63.78","67.35","500.6","99","41","100.1","-0.332","0.213","111115","20200810_VN.xlsx","2020-08-10","J1","Rosa multiflora","romul","romul-J1-1"
"173","59","9516.5",2.23,"0.1","351","1.33","1.33","6","1","2.84","30.25","30","29.8","399.54","396.23","27.766","29.312","64.31","67.89","500.5","49","31","100.1","-0.374","0.215","111115","20200810_VN.xlsx","2020-08-10","J1","Rosa multiflora","romul","romul-J1-1"
"183","60","9526.3",2.13,"0.0996","353","1.32","1.33","6","1","2.84","30.25","30","29.81","399.84","396.66","27.769","29.31","64.29","67.86","500.7","49","32","100.1","-0.374","0.215","111115","20200810_VN.xlsx","2020-08-10","J1","Rosa multiflora","romul","romul-J1-1"
"193","61","9707.3",0.817,"0.0889","375","1.2","1.34","6","1","2.84","30.42","29.97","30.2","399.89","398.34","27.747","29.137","63.62","66.8","500.7","19","27","100.1","-0.36","0.194","111115","20200810_VN.xlsx","2020-08-10","J1","Rosa multiflora","romul","romul-J1-1"
"203","62","9710.3",0.817,"0.0889","375","1.2","1.34","6","1","2.84","30.42","29.96","30.2","399.79","398.34","27.739","29.128","63.62","66.8","500.7","20","27","100.1","-0.36","0.194","111115","20200810_VN.xlsx","2020-08-10","J1","Rosa multiflora","romul","romul-J1-1"
"215","63","9910.3",-0.336,"0.073","398","1.02","1.39","6","1","2.84","30.44","30.02","30.21","399.86","399.77","27.551","28.743","63.12","65.86","500.3","0","35","100.1","-0.212","0.198","111115","20200810_VN.xlsx","2020-08-10","J1","Rosa multiflora","romul","romul-J1-1"
"221","64","9912.5",-0.286,"0.0732","397","1.03","1.39","6","1","2.84","30.44","30.02","30.2","399.85","399.7","27.547","28.743","63.11","65.84","500.7","0","34","100.1","-0.212","0.198","111115","20200810_VN.xlsx","2020-08-10","J1","Rosa multiflora","romul","romul-J1-1"
"243","65","10841.3",5.08,"0.153","330","1.88","1.25","6","1","2.84","29.36","29.9","28.64","399.94","392.97","27.675","29.861","67.45","72.77","500.6","1300","31","100.1","-0.421","0.216","111115","20200810_VN.xlsx","2020-08-10","J1","Rosa multiflora","romul","romul-J1-1"
"253","66","10848.8",5.18,"0.153","329","1.88","1.25","6","1","2.84","29.38","29.92","28.79","400.08","392.98","27.672","29.859","67.36","72.68","500.6","1300","32","100.1","-0.421","0.216","111115","20200810_VN.xlsx","2020-08-10","J1","Rosa multiflora","romul","romul-J1-1"
"263","67","11035.5",3.69,"0.153","249","1.92","1.28","6","1","2.84","29.55","30.09","28.83","299.79","294.69","27.812","30.043","67.05","72.43","500.6","1300","40","100.1","-0.957","0.221","111115","20200810_VN.xlsx","2020-08-10","J1","Rosa multiflora","romul","romul-J1-1"
"273","68","11039.3",3.6,"0.154","250","1.93","1.28","6","1","2.84","29.55","30.09","28.83","299.69","294.69","27.808","30.058","67.04","72.46","500.4","1300","36","100.1","-0.957","0.221","111115","20200810_VN.xlsx","2020-08-10","J1","Rosa multiflora","romul","romul-J1-1"
"283","69","11269.3",2.2,"0.165","170","1.99","1.23","6","1","2.84","29.51","30","28.83","199.64","196.53","27.945","30.263","67.5","73.1","500.6","1301","38","100.1","-1.45","0.214","111115","20200810_VN.xlsx","2020-08-10","J1","Rosa multiflora","romul","romul-J1-1"
"293","70","11274.5",2.2,"0.165","170","1.99","1.23","6","1","2.84","29.5","29.98","28.82","199.54","196.57","27.948","30.266","67.5","73.1","500.7","1300","37","100.1","-1.45","0.214","111115","20200810_VN.xlsx","2020-08-10","J1","Rosa multiflora","romul","romul-J1-1"
"303","71","11550.3",0.525,"0.188","91.9","2.22","1.21","6","1","2.84","29.49","30.11","28.64","99.42","98.53","28.163","30.745","68.11","74.35","500.6","1301","35","100.1","-2.13","0.228","111115","20200810_VN.xlsx","2020-08-10","J1","Rosa multiflora","romul","romul-J1-1"
"315","72","11555.5",0.646,"0.19","90.8","2.23","1.21","6","1","2.84","29.48","30.11","28.64","99.49","98.45","28.161","30.754","68.14","74.42","500.6","1301","36","100.1","-2.13","0.228","111115","20200810_VN.xlsx","2020-08-10","J1","Rosa multiflora","romul","romul-J1-1"
